Generation,Fitness_value,Chromatic_number
0,10,22
0,8,22
0,5,22
1,2,22
1,1,22
5,6,20
6,4,20
6,2,20
6,1,20
10,0,20
0,3,22
3,2,22
3,1,22
5,7,20
5,5,20
6,4,20
6,3,20
6,2,20
6,1,20
9,0,20
0,7,22
0,6,22
0,5,22
1,3,22
1,2,22
1,1,22
5,6,20
6,5,20
6,2,20
7,1,20
11,14,18
11,13,18
11,11,18
11,10,18
11,9,18
11,8,18
11,7,18
12,3,18
12,1,18
17,15,16
17,14,16
17,11,16
17,9,16
17,8,16
18,5,16
18,4,16
20,3,16
23,17,14
23,16,14
23,14,14
23,13,14
23,10,14
23,9,14
24,6,14
24,4,14
24,3,14
29,19,12
29,15,12
29,12,12
30,11,12
30,10,12
30,8,12
30,7,12
30,6,12
31,5,12
31,3,12
36,23,10
36,20,10
36,16,10
37,13,10
37,12,10
37,11,10
38,10,10
38,7,10
39,6,10
40,5,10
43,2,10
45,31,8
45,30,8
45,27,8
45,26,8
45,24,8
45,23,8
46,22,8
46,18,8
46,17,8
47,15,8
50,14,8
51,13,8
52,12,8
55,11,8
56,10,8
64,8,8
83,7,8
133,6,8
174,5,8
179,45,6
179,44,6
179,42,6
179,39,6
179,38,6
179,35,6
179,32,6
180,31,6
180,28,6
182,27,6
184,26,6
186,23,6
195,22,6
208,19,6
223,17,6
330,16,6
341,15,6
395,14,6
943,12,6
0,8,22
0,6,22
0,3,22
3,2,22
3,1,22
5,15,20
5,9,20
5,8,20
5,6,20
6,4,20
6,2,20
7,1,20
10,0,20
0,7,22
0,6,22
0,5,22
1,3,22
1,2,22
1,1,22
5,9,20
5,6,20
5,5,20
6,4,20
6,3,20
6,2,20
9,1,20
10,10,18
10,8,18
10,7,18
11,5,18
11,4,18
11,3,18
11,1,18
16,14,16
16,11,16
16,10,16
16,9,16
16,8,16
17,5,16
17,1,16
22,19,14
22,13,14
22,12,14
22,11,14
22,10,14
23,4,14
23,2,14
28,16,12
28,15,12
28,13,12
29,9,12
29,8,12
29,7,12
29,6,12
29,5,12
30,3,12
34,23,10
34,20,10
34,18,10
34,16,10
35,15,10
35,13,10
35,8,10
36,7,10
37,6,10
39,5,10
41,4,10
44,30,8
44,28,8
44,26,8
44,25,8
45,24,8
45,22,8
45,21,8
45,17,8
46,16,8
47,15,8
47,14,8
48,13,8
49,10,8
52,9,8
75,7,8
97,6,8
102,5,8
107,41,6
107,39,6
107,35,6
107,34,6
108,29,6
108,28,6
109,24,6
118,21,6
135,20,6
182,19,6
230,18,6
247,16,6
339,14,6
3243,13,6
0,6,22
0,5,22
0,4,22
2,3,22
2,2,22
4,1,22
5,7,20
5,6,20
6,4,20
6,2,20
6,0,20
0,10,22
0,8,22
0,6,22
0,5,22
1,3,22
1,2,22
1,1,22
5,11,20
5,10,20
5,7,20
5,6,20
6,5,20
6,4,20
6,3,20
6,2,20
6,1,20
11,13,18
11,10,18
11,9,18
11,8,18
11,7,18
11,6,18
12,2,18
17,12,16
17,10,16
17,6,16
18,4,16
18,3,16
18,2,16
21,1,16
23,15,14
23,13,14
23,12,14
23,11,14
24,10,14
24,1,14
29,18,12
29,17,12
29,16,12
29,15,12
29,13,12
29,12,12
30,9,12
30,8,12
30,7,12
30,6,12
30,5,12
31,3,12
