Generation,Fitness_value,Chromatic_number
0,39,5
0,35,5
0,33,5
0,32,5
0,31,5
0,30,5
1,29,5
1,23,5
1,22,5
1,17,5
6,16,5
6,15,5
7,13,5
7,11,5
8,10,5
16,9,5
17,7,5
23,6,5
25,5,5
30,4,5
63,2,5
80,0,5
0,41,5
0,36,5
0,30,5
0,28,5
1,24,5
1,22,5
1,19,5
4,13,5
7,12,5
8,10,5
11,7,5
15,6,5
16,5,5
19,3,5
22,2,5
27,0,5
0,34,5
0,31,5
0,29,5
1,28,5
1,26,5
1,25,5
1,23,5
1,20,5
3,18,5
5,16,5
9,15,5
10,14,5
11,11,5
18,10,5
22,9,5
25,8,5
26,7,5
30,6,5
30,5,5
33,0,5
0,35,5
0,29,5
1,24,5
1,19,5
4,18,5
5,16,5
7,15,5
9,14,5
10,12,5
14,11,5
18,10,5
18,9,5
22,6,5
31,4,5
47,3,5
60,2,5
63,0,5
0,31,5
0,30,5
0,27,5
1,25,5
1,24,5
1,19,5
4,18,5
6,16,5
7,14,5
11,12,5
11,11,5
14,10,5
30,8,5
32,6,5
34,5,5
35,0,5
0,36,5
0,33,5
0,32,5
0,30,5
0,29,5
1,27,5
1,24,5
1,20,5
3,19,5
4,18,5
5,17,5
6,16,5
11,15,5
12,10,5
18,9,5
20,5,5
21,2,5
26,0,5
0,35,5
0,33,5
0,31,5
0,29,5
1,23,5
1,22,5
2,18,5
4,17,5
6,16,5
6,15,5
8,11,5
14,10,5
17,9,5
18,7,5
25,6,5
28,5,5
31,4,5
41,3,5
45,0,5
0,37,5
0,36,5
0,35,5
0,31,5
0,30,5
0,28,5
0,23,5
1,22,5
2,21,5
2,20,5
2,17,5
6,16,5
6,13,5
12,12,5
19,8,5
25,7,5
31,6,5
32,4,5
42,3,5
43,2,5
46,0,5
0,37,5
0,28,5
1,26,5
1,24,5
1,23,5
2,22,5
2,21,5
2,20,5
3,18,5
4,16,5
7,15,5
7,14,5
10,12,5
17,11,5
23,10,5
24,8,5
32,6,5
228,5,5
556,4,5
562,2,5
567,0,5
0,36,5
0,33,5
0,30,5
0,27,5
1,26,5
1,25,5
1,23,5
2,22,5
3,18,5
4,16,5
6,15,5
7,12,5
11,10,5
13,9,5
16,6,5
32,5,5
35,4,5
37,3,5
38,0,5
0,36,5
0,34,5
0,33,5
0,31,5
0,30,5
1,26,5
1,25,5
1,24,5
1,20,5
1,18,5
3,16,5
5,15,5
10,14,5
10,13,5
13,12,5
14,11,5
17,10,5
18,9,5
32,8,5
33,7,5
52,5,5
72,4,5
85,3,5
90,2,5
90,0,5
0,35,5
0,33,5
0,32,5
0,27,5
1,25,5
1,24,5
1,20,5
3,18,5
4,17,5
4,16,5
6,15,5
8,13,5
13,12,5
14,10,5
18,9,5
22,7,5
22,6,5
24,5,5
33,4,5
42,3,5
65,2,5
65,0,5
