Generation,Fitness_value,Chromatic_number
0,8,14
0,6,14
0,4,14
0,3,14
0,2,14
1,1,14
1,0,14
0,5,13
0,3,13
0,2,13
1,1,13
1,0,13
0,8,12
0,7,12
0,3,12
1,2,12
1,1,12
1,0,12
0,6,11
0,5,11
0,4,11
0,3,11
1,2,11
1,1,11
1,0,11
0,5,10
0,4,10
1,3,10
1,0,10
0,7,9
0,6,9
0,4,9
1,1,9
2,0,9
0,11,8
0,10,8
0,7,8
0,6,8
0,4,8
1,3,8
1,2,8
1,1,8
2,0,8
0,9,7
0,8,7
1,1,7
1,0,7
0,16,6
0,10,6
0,9,6
1,2,6
1,0,6
0,14,5
1,3,5
1,2,5
1,1,5
16,0,5
0,25,4
0,20,4
0,19,4
1,10,4
1,9,4
1,6,4
1,3,4
1,2,4
81,1,4
0,4,14
0,3,14
0,2,14
0,1,14
1,0,14
0,3,13
0,2,13
1,1,13
1,0,13
0,5,12
0,3,12
1,2,12
1,0,12
0,8,11
0,5,11
0,4,11
0,3,11
1,2,11
1,1,11
1,0,11
0,5,10
0,4,10
1,3,10
1,2,10
1,1,10
1,0,10
0,6,9
0,5,9
1,3,9
1,0,9
0,12,8
0,10,8
0,8,8
0,7,8
0,5,8
1,0,8
0,10,7
0,8,7
0,5,7
1,0,7
0,15,6
0,14,6
0,12,6
0,9,6
1,0,6
0,16,5
0,13,5
1,3,5
1,2,5
1,1,5
6,0,5
0,29,4
0,26,4
0,25,4
0,24,4
0,23,4
0,21,4
0,20,4
1,12,4
1,9,4
1,8,4
1,2,4
150,1,4
0,3,14
0,1,14
1,0,14
0,3,13
0,2,13
0,1,13
1,0,13
0,6,12
0,5,12
0,3,12
1,2,12
1,1,12
1,0,12
0,3,11
1,2,11
1,0,11
0,8,10
0,5,10
0,3,10
1,1,10
1,0,10
0,7,9
0,5,9
1,0,9
0,9,8
0,8,8
0,5,8
1,0,8
0,14,7
0,13,7
0,12,7
0,9,7
0,8,7
1,1,7
1,0,7
1,7,6
1,2,6
1,1,6
1,0,6
0,22,5
0,19,5
0,15,5
0,14,5
0,10,5
1,2,5
1,1,5
5,0,5
0,29,4
0,26,4
0,24,4
0,19,4
1,10,4
1,8,4
1,7,4
1,5,4
2,3,4
10,2,4
19,1,4
0,3,14
1,2,14
1,1,14
1,0,14
0,6,13
0,5,13
0,3,13
0,2,13
1,1,13
1,0,13
0,5,12
0,4,12
1,1,12
1,0,12
0,4,11
0,3,11
1,2,11
1,0,11
0,4,10
0,3,10
1,2,10
1,1,10
1,0,10
0,8,9
0,7,9
0,5,9
1,0,9
0,7,8
0,6,8
1,1,8
1,0,8
0,8,7
0,7,7
1,2,7
1,1,7
1,0,7
0,18,6
0,17,6
0,13,6
0,9,6
1,2,6
1,1,6
1,0,6
0,24,5
0,19,5
0,18,5
0,17,5
0,13,5
0,12,5
1,5,5
1,2,5
1,1,5
2,0,5
0,34,4
0,26,4
0,25,4
0,21,4
0,19,4
1,8,4
1,4,4
