Generation,Fitness_value,Chromatic_number
0,77,42
0,70,42
0,59,42
1,43,42
1,38,42
1,37,42
1,36,42
1,31,42
2,27,42
2,25,42
3,21,42
3,17,42
6,15,42
7,13,42
8,12,42
9,8,42
13,7,42
18,6,42
19,5,42
22,4,42
93,3,42
134,2,42
361,1,42
1630,0,42
0,78,42
0,76,42
0,75,42
0,69,42
0,67,42
0,65,42
0,64,42
0,63,42
0,61,42
1,43,42
1,37,42
1,35,42
1,34,42
1,31,42
1,30,42
2,29,42
2,27,42
2,24,42
2,18,42
4,13,42
6,11,42
7,10,42
8,9,42
8,8,42
9,7,42
14,6,42
16,5,42
20,4,42
48,3,42
118,2,42
1273,1,42
1,46,42
1,32,42
1,31,42
2,23,42
2,22,42
2,16,42
3,13,42
8,10,42
10,8,42
12,6,42
14,5,42
16,4,42
82,3,42
499,2,42
940,1,42
0,65,42
0,63,42
0,61,42
1,43,42
1,40,42
1,36,42
1,33,42
1,32,42
1,29,42
2,24,42
2,22,42
2,16,42
5,15,42
6,13,42
7,12,42
9,11,42
10,10,42
12,8,42
13,7,42
14,6,42
18,5,42
21,4,42
87,3,42
124,2,42
144,1,42
0,74,42
0,72,42
0,64,42
0,63,42
0,58,42
1,44,42
1,39,42
1,36,42
1,34,42
1,29,42
2,26,42
2,25,42
2,24,42
2,21,42
4,17,42
4,16,42
5,11,42
5,10,42
10,8,42
12,7,42
14,5,42
20,3,42
194,2,42
387,1,42
1326,0,42
0,62,42
0,60,42
0,54,42
1,39,42
1,33,42
1,28,42
2,26,42
2,25,42
2,24,42
2,22,42
2,17,42
3,15,42
3,14,42
4,12,42
4,10,42
8,8,42
8,6,42
8,5,42
17,4,42
31,3,42
70,2,42
147,1,42
681,0,42
0,69,42
0,68,42
0,62,42
0,61,42
0,60,42
0,59,42
1,44,42
1,42,42
1,32,42
1,31,42
1,30,42
1,29,42
1,28,42
1,26,42
2,21,42
3,19,42
4,17,42
4,16,42
6,15,42
7,12,42
8,11,42
12,10,42
13,8,42
17,4,42
81,3,42
192,2,42
454,1,42
0,72,42
0,68,42
0,66,42
0,62,42
0,55,42
1,48,42
1,46,42
1,44,42
1,40,42
1,35,42
1,32,42
1,31,42
1,29,42
1,24,42
2,22,42
2,21,42
3,20,42
3,16,42
4,14,42
5,11,42
7,10,42
7,9,42
10,8,42
11,7,42
13,6,42
19,5,42
20,4,42
189,3,42
305,2,42
582,1,42
0,70,42
0,65,42
0,63,42
1,54,42
1,30,42
1,26,42
2,25,42
2,23,42
2,22,42
3,18,42
3,17,42
4,14,42
5,13,42
6,11,42
11,10,42
11,9,42
14,8,42
18,6,42
20,5,42
23,4,42
86,3,42
514,2,42
863,1,42
3405,0,42
0,77,42
0,70,42
0,68,42
0,66,42
0,65,42
0,61,42
1,54,42
1,53,42
1,47,42
1,40,42
1,36,42
1,33,42
2,30,42
2,27,42
2,25,42
2,24,42
2,19,42
3,15,42
4,10,42
7,9,42
9,7,42
11,6,42
15,5,42
16,4,42
30,3,42
216,2,42
238,1,42
526,0,42
0,77,42
0,67,42
0,61,42
0,54,42
1,43,42
1,31,42
1,26,42
2,25,42
2,24,42
2,22,42
3,20,42
3,19,42
3,18,42
4,11,42
6,9,42
10,7,42
14,4,42
104,3,42
198,2,42
1085,1,42
0,58,42
1,38,42
1,37,42
1,30,42
1,24,42
2,21,42
3,18,42
3,17,42
4,13,42
4,9,42
12,8,42
12,6,42
17,5,42
20,4,42
20,3,42
491,2,42
1223,1,42
0,84,42
0,73,42
0,72,42
0,68,42
0,65,42
0,64,42
0,61,42
1,36,42
1,35,42
1,33,42
1,31,42
1,27,42
2,23,42
3,20,42
3,19,42
4,15,42
5,14,42
6,13,42
7,10,42
9,9,42
16,8,42
17,6,42
24,5,42
26,4,42
68,3,42
101,2,42
197,1,42
674,0,42
0,68,42
0,62,42
1,49,42
1,47,42
1,40,42
1,34,42
1,30,42
1,29,42
2,27,42
2,24,42
3,22,42
3,21,42
3,20,42
4,19,42
4,16,42
5,14,42
6,12,42
7,11,42
7,10,42
12,9,42
14,8,42
15,5,42
16,4,42
27,3,42
52,2,42
172,1,42
1957,0,42
0,71,42
0,62,42
0,58,42
1,35,42
1,34,42
1,33,42
1,28,42
2,27,42
2,22,42
2,19,42
3,17,42
4,16,42
4,13,42
7,12,42
9,10,42
12,6,42
20,5,42
26,4,42
56,3,42
117,2,42
775,1,42
0,83,42
0,79,42
0,72,42
0,70,42
0,68,42
0,67,42
0,66,42
0,63,42
0,55,42
1,48,42
1,32,42
1,29,42
2,26,42
2,24,42
2,23,42
3,19,42
3,18,42
4,16,42
4,15,42
5,14,42
5,13,42
7,11,42
7,9,42
13,8,42
25,7,42
27,6,42
32,5,42
37,4,42
64,3,42
194,2,42
1369,1,42
0,76,42
0,71,42
0,61,42
0,60,42
1,42,42
1,37,42
1,36,42
1,25,42
2,24,42
2,20,42
3,17,42
3,16,42
4,13,42
6,12,42
9,10,42
11,7,42
17,5,42
22,4,42
56,3,42
223,2,42
2277,1,42
0,78,42
0,74,42
0,72,42
0,67,42
0,65,42
0,60,42
0,58,42
1,38,42
1,35,42
1,32,42
1,24,42
2,22,42
3,20,42
3,19,42
3,17,42
5,16,42
5,13,42
6,12,42
10,9,42
11,8,42
17,7,42
18,6,42
24,5,42
25,4,42
142,3,42
181,2,42
213,1,42
1547,0,42
0,74,42
0,67,42
0,66,42
0,63,42
0,62,42
1,49,42
1,43,42
1,33,42
1,32,42
2,26,42
2,25,42
2,24,42
3,23,42
3,22,42
3,21,42
3,19,42
3,12,42
5,11,42
8,10,42
9,9,42
10,8,42
12,6,42
15,5,42
20,4,42
154,3,42
455,2,42
987,1,42
1059,0,42
0,79,42
0,78,42
0,74,42
0,73,42
0,72,42
0,70,42
0,58,42
1,46,42
1,42,42
1,37,42
1,36,42
1,32,42
1,29,42
2,27,42
2,26,42
2,21,42
3,15,42
5,13,42
7,12,42
7,11,42
9,7,42
17,6,42
24,5,42
24,4,42
102,3,42
179,2,42
595,1,42
3238,0,42
0,79,42
0,58,42
1,41,42
1,35,42
1,34,42
1,32,42
2,29,42
2,27,42
2,24,42
2,22,42
2,21,42
3,20,42
3,18,42
3,16,42
6,15,42
6,13,42
6,10,42
9,9,42
9,7,42
17,6,42
19,5,42
26,4,42
38,3,42
358,2,42
2956,1,42
0,67,42
0,65,42
0,62,42
0,58,42
1,46,42
1,44,42
1,39,42
1,37,42
1,34,42
1,33,42
1,32,42
2,29,42
2,21,42
3,18,42
3,16,42
3,15,42
4,14,42
6,10,42
12,9,42
13,8,42
15,7,42
16,5,42
22,4,42
45,3,42
109,2,42
391,1,42
0,63,42
0,60,42
1,35,42
1,34,42
1,33,42
1,32,42
1,31,42
2,28,42
2,27,42
2,24,42
2,23,42
2,21,42
3,19,42
3,16,42
4,13,42
5,11,42
6,10,42
7,9,42
9,8,42
13,6,42
16,5,42
18,4,42
149,3,42
263,2,42
1570,1,42
0,73,42
0,71,42
0,70,42
0,60,42
0,56,42
0,54,42
1,53,42
1,48,42
1,41,42
1,36,42
1,33,42
1,30,42
2,28,42
2,26,42
3,23,42
3,22,42
3,20,42
4,19,42
4,17,42
4,14,42
6,13,42
7,11,42
9,10,42
11,8,42
17,6,42
21,5,42
26,4,42
69,3,42
773,2,42
935,1,42
0,65,42
0,62,42
0,60,42
0,57,42
1,37,42
1,31,42
1,29,42
2,28,42
2,24,42
2,21,42
2,13,42
4,11,42
8,9,42
13,7,42
16,6,42
19,5,42
21,3,42
52,2,42
729,1,42
0,66,42
0,62,42
0,59,42
1,45,42
1,36,42
1,32,42
1,31,42
1,28,42
2,27,42
2,24,42
2,23,42
2,20,42
2,19,42
3,17,42
4,16,42
5,14,42
6,13,42
7,11,42
8,10,42
8,9,42
9,7,42
17,5,42
25,4,42
467,3,42
827,2,42
1640,1,42
0,78,42
0,67,42
0,65,42
0,63,42
0,61,42
0,60,42
1,34,42
1,28,42
2,27,42
2,24,42
3,21,42
3,18,42
4,17,42
4,13,42
8,12,42
8,11,42
8,9,42
14,8,42
16,7,42
17,6,42
21,4,42
123,3,42
158,2,42
226,1,42
3475,0,42
0,70,42
0,67,42
0,66,42
0,64,42
0,61,42
0,54,42
1,37,42
1,29,42
1,26,42
1,25,42
2,21,42
2,19,42
3,18,42
3,14,42
5,11,42
7,10,42
9,9,42
10,8,42
11,6,42
14,5,42
20,4,42
76,3,42
126,2,42
335,1,42
469,0,42
0,57,42
1,36,42
1,34,42
1,31,42
1,28,42
1,27,42
2,26,42
2,24,42
2,22,42
2,19,42
3,17,42
3,16,42
4,10,42
