Generation,Fitness_value,Chromatic_number
0,27,19
0,25,19
0,23,19
1,2,19
1,1,19
2,0,19
0,28,18
0,27,18
0,26,18
0,22,18
1,3,18
1,1,18
3,0,18
0,32,17
0,28,17
0,27,17
0,26,17
1,9,17
1,7,17
1,6,17
1,3,17
1,1,17
2,0,17
0,37,16
0,31,16
0,29,16
0,28,16
1,5,16
1,1,16
1,0,16
0,30,15
1,3,15
1,2,15
2,1,15
3,0,15
0,40,14
0,39,14
0,34,14
0,30,14
1,13,14
1,4,14
1,2,14
1,1,14
1,0,14
0,50,13
0,42,13
0,41,13
0,33,13
0,31,13
1,2,13
1,1,13
1,0,13
0,47,12
0,46,12
0,44,12
1,4,12
1,3,12
1,2,12
1,1,12
4,0,12
0,56,11
0,54,11
0,48,11
0,41,11
1,15,11
1,6,11
1,4,11
1,3,11
1,1,11
2,0,11
0,71,10
0,67,10
0,58,10
0,48,10
1,9,10
1,6,10
1,5,10
1,1,10
5,0,10
0,80,9
0,74,9
0,72,9
0,71,9
0,68,9
0,67,9
0,64,9
0,57,9
1,7,9
1,6,9
1,5,9
1,2,9
3,1,9
8,0,9
0,81,8
0,80,8
0,69,8
1,15,8
1,12,8
1,9,8
2,8,8
2,7,8
2,4,8
2,3,8
2,2,8
3,1,8
7,0,8
0,92,7
0,91,7
0,80,7
1,32,7
1,27,7
1,20,7
1,17,7
1,15,7
2,14,7
2,3,7
34,2,7
36,1,7
39,0,7
0,119,6
0,104,6
0,101,6
1,41,6
1,25,6
2,23,6
2,21,6
3,13,6
6,12,6
7,11,6
11,8,6
13,5,6
18,3,6
22,1,6
0,33,19
0,30,19
0,23,19
1,4,19
1,3,19
1,2,19
1,1,19
1,0,19
0,24,18
1,1,18
1,0,18
0,32,17
0,31,17
0,29,17
0,22,17
1,9,17
1,3,17
1,2,17
1,1,17
1,0,17
0,37,16
0,35,16
0,29,16
1,4,16
1,2,16
1,0,16
0,36,15
0,34,15
0,32,15
0,21,15
1,8,15
1,4,15
1,2,15
1,1,15
3,0,15
0,37,14
0,36,14
0,33,14
1,6,14
1,3,14
1,1,14
2,0,14
0,54,13
0,49,13
0,36,13
1,4,13
1,0,13
0,62,12
0,54,12
0,48,12
0,46,12
0,43,12
1,6,12
1,4,12
1,2,12
2,1,12
4,0,12
0,51,11
0,49,11
0,44,11
1,9,11
1,4,11
1,1,11
3,0,11
0,65,10
0,62,10
0,50,10
0,48,10
1,8,10
1,6,10
1,4,10
1,0,10
0,70,9
0,69,9
0,64,9
0,52,9
1,11,9
1,9,9
1,5,9
1,4,9
1,2,9
13,0,9
0,80,8
0,74,8
0,73,8
0,69,8
1,30,8
1,19,8
1,17,8
1,13,8
1,8,8
2,7,8
2,6,8
2,4,8
2,3,8
2,2,8
4,1,8
16,0,8
0,85,7
1,26,7
1,23,7
1,22,7
1,20,7
1,16,7
1,8,7
3,6,7
4,3,7
12,2,7
20,1,7
25,0,7
0,105,6
0,100,6
1,44,6
1,35,6
1,28,6
2,21,6
3,19,6
3,17,6
5,14,6
7,13,6
9,12,6
10,9,6
16,7,6
17,5,6
18,4,6
55,3,6
67,1,6
74,0,6
0,149,5
0,142,5
0,135,5
0,134,5
1,73,5
1,68,5
1,58,5
2,55,5
2,53,5
2,51,5
4,33,5
61,31,5
63,26,5
67,25,5
72,22,5
690,13,5
0,25,19
0,23,19
0,22,19
1,4,19
1,1,19
1,0,19
0,42,18
0,35,18
0,32,18
0,29,18
0,25,18
0,24,18
1,4,18
1,1,18
1,0,18
0,35,17
0,34,17
0,32,17
0,28,17
0,27,17
0,25,17
0,24,17
1,8,17
1,2,17
1,1,17
2,0,17
0,42,16
0,33,16
0,32,16
0,29,16
0,27,16
1,3,16
1,1,16
6,0,16
0,43,15
0,36,15
0,35,15
0,34,15
0,33,15
0,28,15
1,2,15
1,1,15
1,0,15
0,59,14
0,40,14
0,31,14
1,3,14
1,2,14
1,0,14
0,42,13
0,39,13
0,37,13
1,6,13
1,5,13
1,4,13
1,3,13
1,2,13
1,1,13
6,0,13
0,54,12
0,50,12
0,48,12
0,47,12
0,46,12
0,45,12
0,44,12
0,43,12
1,6,12
1,3,12
1,2,12
3,1,12
4,0,12
0,56,11
0,51,11
0,45,11
1,6,11
1,2,11
1,1,11
5,0,11
0,60,10
0,58,10
0,48,10
1,7,10
1,5,10
1,4,10
1,3,10
1,2,10
17,1,10
18,0,10
0,74,9
0,72,9
0,58,9
1,9,9
1,6,9
1,5,9
1,3,9
1,2,9
5,0,9
0,81,8
0,78,8
0,77,8
0,75,8
0,71,8
1,12,8
1,11,8
1,9,8
1,8,8
1,7,8
2,4,8
2,0,8
0,101,7
0,93,7
0,89,7
0,86,7
0,77,7
1,33,7
1,28,7
1,24,7
1,20,7
1,10,7
2,9,7
3,8,7
3,6,7
4,4,7
4,1,7
18,0,7
0,113,6
0,110,6
0,107,6
0,106,6
0,105,6
1,36,6
1,30,6
1,23,6
3,22,6
3,19,6
4,18,6
4,15,6
5,11,6
8,8,6
10,5,6
13,4,6
0,28,19
0,27,19
0,23,19
0,22,19
0,21,19
1,4,19
1,3,19
1,1,19
1,0,19
0,37,18
0,30,18
0,27,18
0,26,18
0,25,18
1,2,18
1,1,18
1,0,18
0,29,17
0,26,17
0,22,17
1,3,17
1,1,17
1,0,17
0,37,16
0,36,16
0,34,16
0,32,16
0,31,16
0,30,16
0,29,16
0,27,16
1,2,16
1,0,16
0,44,15
0,41,15
0,38,15
0,36,15
0,34,15
0,33,15
0,32,15
1,8,15
1,3,15
1,2,15
1,1,15
2,0,15
0,39,14
0,37,14
0,36,14
1,2,14
1,1,14
4,0,14
0,39,13
0,37,13
0,36,13
1,7,13
1,3,13
1,2,13
1,1,13
9,0,13
0,43,12
0,40,12
1,2,12
1,1,12
6,0,12
0,67,11
0,65,11
0,59,11
0,47,11
0,45,11
0,43,11
1,4,11
1,2,11
1,0,11
0,66,10
0,61,10
0,58,10
0,57,10
0,56,10
1,8,10
1,7,10
1,6,10
1,4,10
1,3,10
1,2,10
10,0,10
0,60,9
1,12,9
1,9,9
1,6,9
1,4,9
1,2,9
18,1,9
21,0,9
0,73,8
0,68,8
0,63,8
1,24,8
1,13,8
1,11,8
1,9,8
1,4,8
3,2,8
7,1,8
11,0,8
0,98,7
0,82,7
0,80,7
1,37,7
1,36,7
1,21,7
1,19,7
1,18,7
1,16,7
2,10,7
2,9,7
2,7,7
3,4,7
16,2,7
21,1,7
27,0,7
0,102,6
0,100,6
1,54,6
1,43,6
1,38,6
1,35,6
1,34,6
1,31,6
2,25,6
2,23,6
2,22,6
3,16,6
4,15,6
6,13,6
8,8,6
10,6,6
12,3,6
35,2,6
45,0,6
0,141,5
0,138,5
0,129,5
1,80,5
1,72,5
1,69,5
1,67,5
1,56,5
2,50,5
3,47,5
4,42,5
13,41,5
14,39,5
53,34,5
64,33,5
65,31,5
66,30,5
67,28,5
73,26,5
130,25,5
132,24,5
135,17,5
388,14,5
392,10,5
1747,7,5
1778,5,5
1872,4,5
0,26,19
0,25,19
0,22,19
0,21,19
0,20,19
1,5,19
1,2,19
1,1,19
1,0,19
0,28,18
0,27,18
0,23,18
0,22,18
1,4,18
1,1,18
1,0,18
0,34,17
0,33,17
0,27,17
0,25,17
0,20,17
1,1,17
3,0,17
0,34,16
0,31,16
0,29,16
1,2,16
1,1,16
1,0,16
0,52,15
0,50,15
0,46,15
0,43,15
0,38,15
0,29,15
1,6,15
1,2,15
1,1,15
3,0,15
0,41,14
0,38,14
0,37,14
0,34,14
0,29,14
1,14,14
1,6,14
1,5,14
1,2,14
1,1,14
1,0,14
0,42,13
0,41,13
0,36,13
1,10,13
1,8,13
1,2,13
1,1,13
3,0,13
0,63,12
0,53,12
0,51,12
0,40,12
0,38,12
1,6,12
1,5,12
1,4,12
1,1,12
8,0,12
0,52,11
0,47,11
0,46,11
1,8,11
1,6,11
1,3,11
1,2,11
1,1,11
4,0,11
0,59,10
0,57,10
0,54,10
0,48,10
1,6,10
1,3,10
3,2,10
4,1,10
6,0,10
0,71,9
0,62,9
0,59,9
1,8,9
1,2,9
11,0,9
0,87,8
0,81,8
0,77,8
0,69,8
1,24,8
1,21,8
1,18,8
1,16,8
1,12,8
1,10,8
1,9,8
2,8,8
