Generation,Fitness_value,Chromatic_number
0,19,24
0,18,24
0,15,24
0,13,24
0,12,24
1,4,24
1,2,24
2,1,24
4,0,24
0,15,23
0,14,23
0,13,23
0,12,23
1,9,23
1,6,23
1,5,23
1,1,23
8,0,23
0,19,22
0,17,22
0,15,22
1,3,22
1,1,22
6,0,22
0,19,21
0,13,21
1,12,21
1,2,21
3,1,21
7,0,21
0,28,20
0,26,20
0,21,20
0,16,20
1,6,20
1,5,20
1,4,20
1,2,20
1,1,20
3,0,20
0,24,19
0,23,19
0,20,19
0,19,19
1,10,19
1,7,19
1,5,19
1,4,19
1,3,19
7,0,19
0,29,18
0,28,18
0,24,18
0,23,18
0,22,18
0,19,18
1,4,18
1,2,18
3,1,18
4,0,18
0,24,17
0,21,17
0,20,17
1,8,17
1,5,17
1,3,17
2,2,17
9,1,17
13,0,17
0,29,16
0,22,16
1,14,16
1,11,16
1,7,16
1,4,16
1,3,16
6,2,16
13,1,16
14,0,16
0,31,15
0,29,15
0,27,15
0,24,15
1,8,15
1,7,15
1,5,15
1,2,15
3,0,15
0,31,14
0,28,14
1,10,14
1,9,14
1,5,14
1,3,14
2,2,14
13,1,14
16,0,14
0,47,13
0,38,13
0,36,13
0,34,13
0,31,13
1,21,13
1,18,13
1,12,13
1,11,13
1,9,13
1,6,13
1,4,13
8,3,13
11,2,13
15,0,13
0,44,12
0,41,12
0,39,12
0,38,12
0,37,12
0,33,12
0,32,12
1,13,12
1,11,12
1,7,12
2,3,12
2,2,12
2,1,12
9,0,12
0,49,11
0,46,11
0,45,11
0,44,11
0,43,11
0,40,11
0,37,11
1,19,11
1,18,11
1,17,11
1,13,11
1,12,11
1,11,11
1,8,11
2,6,11
2,4,11
7,1,11
14,0,11
0,53,10
0,46,10
0,45,10
0,43,10
0,41,10
1,14,10
2,12,10
2,11,10
2,9,10
2,8,10
3,6,10
4,5,10
4,3,10
44,2,10
50,1,10
51,0,10
0,49,9
0,47,9
1,19,9
1,18,9
1,17,9
2,13,9
3,10,9
3,8,9
3,4,9
77,3,9
88,2,9
99,1,9
129,0,9
1,39,8
1,29,8
2,23,8
4,22,8
4,21,8
4,19,8
7,16,8
12,13,8
18,12,8
22,8,8
26,7,8
27,5,8
37,4,8
44,3,8
45,2,8
59,1,8
68,0,8
0,76,7
0,75,7
0,73,7
1,54,7
1,51,7
1,45,7
1,42,7
2,38,7
3,37,7
3,35,7
6,31,7
9,29,7
14,27,7
20,26,7
21,17,7
46,13,7
75,11,7
100,10,7
168,9,7
178,8,7
184,7,7
191,6,7
198,5,7
200,4,7
231,2,7
239,1,7
0,16,24
0,15,24
1,8,24
1,7,24
1,5,24
1,4,24
1,2,24
3,1,24
5,0,24
0,24,23
0,17,23
0,15,23
0,11,23
1,6,23
1,4,23
1,2,23
2,1,23
5,0,23
0,20,22
0,15,22
0,13,22
1,7,22
1,6,22
1,2,22
1,1,22
2,0,22
0,18,21
0,15,21
1,5,21
1,1,21
5,0,21
0,23,20
0,21,20
0,19,20
0,17,20
0,15,20
1,9,20
1,6,20
1,5,20
1,4,20
1,3,20
1,2,20
4,1,20
6,0,20
0,17,19
1,6,19
1,5,19
1,4,19
1,3,19
1,2,19
3,1,19
4,0,19
0,32,18
0,29,18
0,26,18
0,21,18
0,20,18
0,19,18
1,13,18
1,4,18
1,3,18
2,2,18
6,0,18
0,31,17
0,22,17
1,15,17
1,10,17
1,9,17
1,6,17
1,5,17
1,4,17
1,3,17
3,2,17
6,1,17
9,0,17
0,24,16
0,23,16
0,19,16
1,8,16
1,6,16
1,4,16
1,1,16
19,0,16
0,38,15
0,33,15
0,32,15
0,31,15
0,30,15
0,28,15
0,27,15
0,26,15
1,12,15
1,8,15
1,6,15
1,4,15
1,2,15
9,1,15
17,0,15
0,36,14
0,35,14
0,33,14
0,27,14
0,26,14
1,13,14
1,8,14
1,7,14
1,3,14
12,2,14
19,1,14
23,0,14
0,37,13
0,34,13
0,31,13
0,28,13
1,10,13
1,7,13
1,3,13
2,2,13
14,1,13
17,0,13
0,46,12
0,43,12
0,38,12
0,37,12
0,36,12
0,35,12
1,14,12
1,12,12
1,7,12
1,6,12
2,4,12
2,3,12
2,2,12
2,1,12
18,0,12
0,56,11
0,45,11
0,37,11
1,19,11
1,12,11
1,7,11
2,6,11
2,4,11
2,3,11
28,2,11
38,0,11
0,56,10
0,49,10
0,45,10
1,26,10
1,22,10
1,21,10
1,18,10
1,17,10
1,16,10
1,14,10
2,13,10
2,7,10
2,5,10
3,4,10
32,3,10
51,2,10
51,0,10
0,58,9
0,57,9
0,54,9
0,53,9
0,50,9
1,24,9
1,22,9
1,17,9
2,15,9
2,9,9
4,7,9
5,5,9
9,4,9
16,3,9
51,2,9
67,1,9
77,0,9
0,72,8
0,69,8
0,68,8
0,66,8
0,64,8
0,58,8
0,57,8
1,39,8
1,31,8
2,27,8
2,26,8
2,24,8
3,21,8
4,20,8
4,18,8
4,16,8
5,15,8
6,14,8
8,13,8
10,11,8
11,10,8
14,9,8
20,6,8
21,4,8
49,3,8
62,2,8
70,1,8
76,0,8
0,83,7
0,76,7
0,73,7
0,69,7
0,68,7
1,46,7
1,38,7
2,34,7
2,29,7
4,28,7
9,25,7
19,21,7
43,18,7
57,14,7
66,12,7
77,10,7
100,9,7
103,8,7
104,7,7
112,5,7
120,4,7
0,18,24
0,17,24
0,16,24
0,15,24
1,5,24
1,4,24
1,1,24
4,0,24
0,14,23
0,12,23
1,7,23
1,5,23
1,4,23
1,3,23
1,2,23
1,0,23
0,17,22
0,16,22
0,14,22
1,4,22
1,1,22
4,0,22
0,21,21
0,20,21
0,17,21
0,16,21
1,7,21
1,6,21
1,5,21
1,4,21
1,3,21
1,2,21
1,1,21
3,0,21
0,17,20
1,11,20
1,9,20
1,8,20
1,6,20
1,5,20
1,4,20
1,3,20
1,2,20
3,1,20
6,0,20
0,31,19
0,29,19
0,23,19
0,20,19
0,19,19
1,10,19
1,9,19
1,4,19
1,1,19
12,0,19
0,32,18
0,18,18
1,9,18
1,3,18
1,2,18
6,0,18
0,28,17
0,27,17
0,26,17
0,25,17
0,24,17
0,19,17
1,12,17
1,6,17
1,5,17
1,4,17
1,2,17
