Generation,Fitness_value,Chromatic_number
0,8,22
0,7,22
0,6,22
0,5,22
1,0,22
0,8,21
0,6,21
0,5,21
0,3,21
1,2,21
2,1,21
2,0,21
0,5,20
1,1,20
1,0,20
0,9,19
0,8,19
0,6,19
1,0,19
0,10,18
0,9,18
0,8,18
0,7,18
1,1,18
1,0,18
0,9,17
0,7,17
1,1,17
1,0,17
0,11,16
0,9,16
0,7,16
1,1,16
1,0,16
1,1,15
1,0,15
0,16,14
0,15,14
0,13,14
0,12,14
0,11,14
1,4,14
1,2,14
1,1,14
1,0,14
0,14,13
0,13,13
0,12,13
0,10,13
1,5,13
1,2,13
1,0,13
0,12,12
1,2,12
1,1,12
29,0,12
0,21,11
0,19,11
0,16,11
0,15,11
0,14,11
0,13,11
1,8,11
1,7,11
1,4,11
1,1,11
5,0,11
0,29,10
0,25,10
0,22,10
0,18,10
0,17,10
1,14,10
1,9,10
1,8,10
1,5,10
2,4,10
356,3,10
712,2,10
0,12,22
0,10,22
0,9,22
0,7,22
0,4,22
1,3,22
1,2,22
1,0,22
0,11,21
0,8,21
0,7,21
0,5,21
0,4,21
1,3,21
1,2,21
2,1,21
5,0,21
0,9,20
0,8,20
0,6,20
0,5,20
1,0,20
0,11,19
0,10,19
0,7,19
0,6,19
1,0,19
0,6,18
1,0,18
0,11,17
0,10,17
0,8,17
1,0,17
0,11,16
0,10,16
0,8,16
1,0,16
0,11,15
0,10,15
1,5,15
1,1,15
1,0,15
0,12,14
0,8,14
1,3,14
1,2,14
1,1,14
1,0,14
0,13,13
0,12,13
0,11,13
1,2,13
1,1,13
9,0,13
0,19,12
0,18,12
0,14,12
0,12,12
1,6,12
1,4,12
1,2,12
15,1,12
52,0,12
0,19,11
0,18,11
0,12,11
1,7,11
1,5,11
1,4,11
51,2,11
55,1,11
143,0,11
0,15,10
1,8,10
1,7,10
1,5,10
3,4,10
1516,3,10
1530,2,10
0,6,22
0,4,22
1,3,22
1,2,22
1,1,22
4,0,22
0,14,21
0,13,21
0,10,21
0,9,21
0,7,21
0,6,21
0,4,21
1,3,21
1,1,21
2,0,21
0,6,20
1,0,20
0,9,19
0,7,19
0,4,19
1,3,19
2,1,19
2,0,19
0,9,18
0,8,18
0,7,18
1,1,18
1,0,18
0,15,17
0,14,17
0,10,17
0,8,17
1,3,17
1,1,17
1,0,17
0,13,16
0,10,16
0,9,16
0,8,16
1,1,16
1,0,16
0,14,15
0,13,15
0,11,15
1,1,15
1,0,15
0,14,14
0,13,14
0,9,14
1,1,14
1,0,14
0,12,13
0,11,13
1,3,13
1,2,13
1,0,13
0,14,12
0,12,12
1,3,12
1,2,12
1,1,12
1,0,12
0,20,11
0,19,11
0,17,11
0,16,11
0,13,11
1,6,11
1,5,11
1,4,11
1,3,11
33,2,11
35,1,11
48,0,11
0,21,10
0,20,10
0,19,10
0,17,10
0,16,10
1,13,10
1,8,10
1,7,10
1,6,10
2,3,10
719,2,10
0,8,22
0,6,22
0,4,22
1,3,22
1,1,22
1,0,22
0,8,21
0,5,21
0,4,21
1,2,21
1,1,21
2,0,21
0,12,20
0,6,20
0,5,20
1,1,20
1,0,20
0,10,19
0,9,19
0,8,19
0,7,19
0,6,19
1,0,19
0,13,18
0,12,18
0,11,18
0,9,18
0,8,18
0,7,18
1,0,18
0,10,17
0,9,17
0,6,17
1,1,17
1,0,17
0,11,16
0,10,16
0,9,16
1,0,16
0,14,15
0,13,15
0,11,15
0,10,15
1,1,15
1,0,15
0,10,14
0,9,14
1,6,14
1,3,14
1,1,14
1,0,14
0,15,13
0,14,13
0,12,13
0,11,13
1,4,13
1,2,13
1,1,13
3,0,13
0,17,12
0,16,12
0,14,12
1,7,12
1,2,12
1,1,12
36,0,12
0,18,11
0,16,11
1,8,11
1,6,11
1,2,11
76,1,11
78,0,11
0,21,10
0,19,10
0,16,10
1,12,10
1,10,10
1,8,10
1,6,10
2,5,10
3,3,10
2031,2,10
2032,1,10
2034,0,10
0,23,9
0,21,9
0,16,9
1,15,9
1,13,9
1,12,9
1,11,9
2,10,9
3,6,9
23,5,9
41,4,9
0,11,22
0,8,22
0,5,22
0,4,22
1,1,22
2,0,22
0,16,21
0,11,21
0,10,21
0,8,21
0,7,21
0,4,21
1,2,21
2,1,21
3,0,21
0,12,20
0,10,20
0,9,20
0,7,20
1,1,20
1,0,20
0,6,19
1,1,19
1,0,19
0,12,18
0,10,18
0,9,18
0,6,18
1,0,18
0,12,17
0,11,17
0,10,17
0,9,17
1,3,17
1,0,17
0,13,16
0,12,16
0,11,16
0,10,16
0,6,16
1,2,16
1,0,16
0,15,15
0,12,15
0,9,15
1,2,15
1,1,15
1,0,15
0,15,14
0,12,14
0,11,14
0,9,14
1,3,14
1,2,14
1,1,14
1,0,14
0,18,13
0,15,13
0,13,13
0,12,13
0,11,13
1,1,13
5,0,13
0,20,12
0,18,12
0,16,12
0,15,12
0,14,12
0,13,12
1,6,12
1,5,12
1,2,12
1,1,12
