Generation,Fitness_value,Chromatic_number
0,47,8
0,40,8
1,6,8
1,5,8
1,3,8
1,2,8
39,1,8
55,0,8
0,46,8
0,42,8
0,40,8
1,6,8
1,4,8
1,3,8
1,2,8
7,1,8
64,0,8
0,37,8
1,3,8
1,1,8
138,0,8
0,47,8
0,45,8
0,39,8
1,4,8
1,3,8
1,2,8
8,1,8
42,0,8
0,51,8
0,50,8
0,49,8
0,42,8
0,39,8
1,9,8
1,4,8
1,3,8
3,2,8
40,1,8
51,0,8
0,55,8
0,54,8
0,35,8
1,10,8
1,6,8
1,4,8
1,3,8
1,1,8
140,0,8
0,56,8
0,55,8
0,50,8
0,49,8
0,48,8
0,43,8
0,42,8
0,39,8
1,9,8
1,4,8
1,3,8
1,2,8
31,1,8
43,0,8
0,55,8
0,48,8
0,47,8
0,44,8
0,40,8
0,36,8
1,4,8
1,2,8
2,1,8
28,0,8
0,54,8
0,53,8
0,52,8
0,48,8
0,45,8
0,44,8
0,42,8
0,38,8
1,5,8
1,4,8
1,3,8
1,2,8
1,1,8
15,0,8
0,49,8
0,44,8
0,43,8
0,40,8
1,4,8
1,3,8
1,1,8
51,0,8
0,49,8
0,48,8
0,44,8
0,43,8
0,42,8
0,37,8
1,8,8
1,6,8
1,5,8
1,4,8
1,2,8
1,1,8
11,0,8
0,51,8
0,50,8
0,49,8
0,47,8
0,45,8
0,44,8
0,42,8
1,4,8
1,2,8
40,1,8
114,0,8
0,52,8
0,43,8
0,35,8
1,9,8
1,4,8
1,1,8
5,0,8
0,50,8
0,46,8
0,43,8
0,39,8
1,7,8
1,6,8
1,4,8
1,2,8
62,0,8
0,48,8
0,44,8
0,39,8
1,7,8
1,5,8
1,4,8
1,2,8
6,1,8
113,0,8
0,52,8
0,47,8
0,44,8
0,43,8
0,40,8
0,38,8
1,10,8
1,8,8
1,6,8
1,3,8
9,2,8
20,1,8
37,0,8
0,46,8
0,44,8
0,43,8
0,41,8
1,6,8
1,5,8
1,3,8
1,2,8
23,1,8
31,0,8
0,44,8
0,43,8
1,9,8
1,5,8
1,3,8
1,2,8
42,1,8
99,0,8
0,46,8
0,44,8
0,41,8
0,40,8
1,5,8
1,4,8
1,3,8
1,1,8
34,0,8
1,6,8
1,5,8
1,0,8
0,43,8
0,37,8
1,6,8
1,4,8
1,3,8
26,2,8
37,1,8
46,0,8
0,45,8
0,42,8
0,41,8
1,5,8
1,3,8
1,2,8
1,1,8
12,0,8
0,53,8
0,42,8
0,41,8
0,40,8
1,4,8
1,3,8
1,1,8
1,0,8
0,56,8
0,52,8
0,45,8
0,39,8
1,8,8
1,6,8
1,5,8
1,4,8
1,2,8
12,1,8
52,0,8
0,57,8
0,49,8
0,40,8
0,35,8
1,7,8
1,6,8
1,4,8
1,2,8
2,1,8
19,0,8
0,55,8
0,54,8
0,52,8
0,46,8
0,42,8
1,8,8
1,6,8
1,4,8
1,3,8
1,2,8
15,1,8
20,0,8
0,36,8
1,7,8
1,6,8
1,5,8
1,4,8
1,3,8
1,2,8
6,1,8
12,0,8
0,53,8
0,45,8
0,43,8
0,41,8
0,39,8
1,4,8
1,3,8
1,1,8
39,0,8
0,42,8
0,38,8
1,7,8
1,4,8
1,3,8
1,2,8
35,1,8
40,0,8
0,44,8
0,37,8
1,8,8
1,4,8
1,3,8
6,2,8
48,1,8
54,0,8
