Generation,Fitness_value,Chromatic_number
0,10,22
0,8,22
0,6,22
0,5,22
0,4,22
1,3,22
2,2,22
4,1,22
5,0,22
0,7,21
0,5,21
1,3,21
1,2,21
1,1,21
11,0,21
0,10,20
0,8,20
0,6,20
1,4,20
1,2,20
3,1,20
10,0,20
0,6,19
1,4,19
1,3,19
1,2,19
1,1,19
7,0,19
0,10,18
0,9,18
0,8,18
0,7,18
1,6,18
1,3,18
1,2,18
4,1,18
10,0,18
0,11,17
0,10,17
0,9,17
0,8,17
1,6,17
1,5,17
1,4,17
1,3,17
1,2,17
1,1,17
6,0,17
0,14,16
0,12,16
0,11,16
0,10,16
0,8,16
1,5,16
1,4,16
1,2,16
1,1,16
9,0,16
0,10,15
1,5,15
1,4,15
1,3,15
7,2,15
8,1,15
18,0,15
0,12,14
0,10,14
0,8,14
1,7,14
1,6,14
1,5,14
1,4,14
2,3,14
11,2,14
11,1,14
21,0,14
0,21,13
0,17,13
0,13,13
0,11,13
1,8,13
1,7,13
1,5,13
2,4,13
9,3,13
10,2,13
18,1,13
20,0,13
0,16,12
0,13,12
0,11,12
1,8,12
1,7,12
1,4,12
10,3,12
13,2,12
13,1,12
18,0,12
0,14,11
0,13,11
1,9,11
1,8,11
2,6,11
2,5,11
4,4,11
8,3,11
14,2,11
21,1,11
29,0,11
0,26,10
0,19,10
0,18,10
0,16,10
1,15,10
1,14,10
1,13,10
1,12,10
1,11,10
2,10,10
2,8,10
5,7,10
6,5,10
11,4,10
17,3,10
33,2,10
78,1,10
0,10,22
0,8,22
0,6,22
0,5,22
0,4,22
1,3,22
2,2,22
3,1,22
6,0,22
0,11,21
0,9,21
0,7,21
0,5,21
1,3,21
1,2,21
2,1,21
2,0,21
0,4,20
2,3,20
4,2,20
5,1,20
9,0,20
0,9,19
0,8,19
0,7,19
0,6,19
0,5,19
0,4,19
2,3,19
2,2,19
5,1,19
12,0,19
0,10,18
0,8,18
0,7,18
1,6,18
1,5,18
1,4,18
1,3,18
4,2,18
5,1,18
10,0,18
0,10,17
0,9,17
0,8,17
1,7,17
1,6,17
1,4,17
1,3,17
1,2,17
9,1,17
15,0,17
0,10,16
0,9,16
1,7,16
1,6,16
1,4,16
1,3,16
3,2,16
7,1,16
18,0,16
0,16,15
0,11,15
0,10,15
1,9,15
1,3,15
1,1,15
8,0,15
0,12,14
0,9,14
1,8,14
1,4,14
1,3,14
7,2,14
11,1,14
18,0,14
0,17,13
0,15,13
0,13,13
0,12,13
1,10,13
1,8,13
1,7,13
1,6,13
1,3,13
1,2,13
25,1,13
33,0,13
0,14,12
0,13,12
1,12,12
1,10,12
1,8,12
1,7,12
1,5,12
2,4,12
7,3,12
13,2,12
19,1,12
33,0,12
0,23,11
0,20,11
0,17,11
0,15,11
1,13,11
1,10,11
1,9,11
1,8,11
2,6,11
4,5,11
4,4,11
6,3,11
18,2,11
26,1,11
39,0,11
0,25,10
0,21,10
0,20,10
0,17,10
1,15,10
1,14,10
1,9,10
3,6,10
7,5,10
9,4,10
28,3,10
36,2,10
41,1,10
245,0,10
0,25,9
0,23,9
0,21,9
0,20,9
1,19,9
1,17,9
1,16,9
1,15,9
2,14,9
3,12,9
3,11,9
5,9,9
9,8,9
12,6,9
24,5,9
26,4,9
57,3,9
