Generation,Fitness_value,Chromatic_number
0,32,5
1,20,5
3,17,5
6,16,5
9,14,5
13,13,5
16,11,5
28,10,5
29,9,5
35,8,5
36,4,5
38,0,5
0,29,5
1,23,5
2,21,5
3,17,5
5,16,5
10,11,5
14,10,5
23,9,5
26,8,5
50,7,5
66,6,5
89,5,5
99,4,5
169,3,5
177,2,5
183,0,5
0,32,5
1,23,5
2,21,5
3,18,5
5,15,5
7,13,5
12,12,5
16,9,5
44,8,5
47,7,5
48,6,5
49,3,5
54,2,5
55,0,5
0,33,5
1,22,5
3,20,5
4,19,5
6,18,5
8,16,5
11,13,5
13,11,5
14,10,5
27,9,5
34,8,5
46,7,5
64,6,5
116,5,5
126,0,5
0,29,5
1,23,5
2,21,5
3,14,5
5,13,5
13,12,5
15,10,5
20,9,5
31,7,5
43,6,5
65,5,5
71,4,5
73,3,5
78,0,5
0,26,5
1,20,5
3,16,5
4,12,5
10,10,5
12,9,5
14,8,5
20,7,5
22,4,5
25,3,5
28,2,5
32,0,5
0,31,5
1,23,5
2,21,5
3,18,5
4,17,5
6,16,5
8,15,5
9,14,5
15,11,5
25,10,5
27,9,5
29,6,5
52,2,5
67,0,5
1,25,5
2,22,5
3,14,5
5,9,5
12,8,5
13,7,5
14,5,5
15,4,5
18,3,5
35,0,5
0,29,5
1,19,5
4,17,5
7,16,5
11,14,5
14,13,5
17,10,5
19,9,5
23,7,5
29,6,5
32,4,5
47,3,5
53,0,5
0,30,5
1,22,5
2,20,5
3,13,5
13,12,5
16,11,5
32,9,5
36,8,5
42,6,5
47,3,5
55,0,5
0,26,5
1,21,5
3,19,5
8,17,5
10,15,5
17,14,5
21,13,5
29,10,5
30,9,5
37,8,5
46,6,5
48,5,5
61,4,5
67,2,5
80,0,5
0,31,5
1,18,5
2,16,5
8,15,5
10,14,5
14,13,5
18,10,5
24,9,5
30,8,5
47,7,5
53,6,5
85,5,5
91,4,5
119,3,5
137,2,5
140,0,5
0,28,5
1,24,5
2,21,5
4,18,5
5,16,5
6,14,5
8,10,5
39,9,5
44,8,5
60,7,5
73,6,5
84,5,5
97,4,5
110,3,5
121,2,5
122,0,5
0,30,5
1,24,5
2,20,5
4,19,5
5,16,5
14,15,5
15,14,5
16,13,5
18,12,5
26,10,5
29,9,5
36,5,5
43,3,5
61,0,5
0,32,5
1,23,5
2,18,5
5,16,5
10,15,5
12,14,5
14,12,5
18,11,5
29,10,5
32,9,5
58,8,5
76,7,5
90,6,5
97,5,5
98,4,5
116,3,5
118,2,5
124,0,5
0,29,5
1,21,5
2,20,5
3,19,5
4,18,5
5,15,5
15,14,5
17,13,5
20,10,5
39,9,5
48,8,5
65,6,5
83,5,5
101,4,5
102,3,5
104,0,5
0,31,5
1,25,5
2,21,5
3,19,5
4,11,5
14,3,5
45,2,5
51,0,5
0,32,5
1,22,5
2,19,5
5,17,5
6,16,5
7,15,5
12,14,5
13,13,5
16,12,5
19,10,5
24,9,5
30,8,5
32,6,5
34,5,5
70,4,5
124,2,5
132,0,5
0,31,5
1,22,5
2,20,5
5,17,5
6,16,5
8,15,5
11,14,5
13,12,5
15,10,5
19,9,5
24,7,5
40,5,5
49,3,5
54,0,5
0,29,5
1,18,5
6,16,5
8,10,5
18,9,5
32,8,5
42,7,5
47,3,5
70,0,5
0,29,5
1,23,5
2,21,5
3,19,5
8,18,5
11,17,5
12,15,5
16,14,5
21,13,5
26,12,5
28,10,5
51,9,5
65,8,5
84,6,5
86,5,5
89,0,5
0,32,5
1,24,5
2,23,5
3,20,5
4,19,5
5,18,5
6,16,5
8,15,5
9,14,5
19,13,5
25,11,5
30,9,5
39,8,5
70,7,5
71,6,5
76,0,5
1,23,5
2,20,5
