Generation,Fitness_value,Chromatic_number
0,31,5
1,21,5
3,19,5
4,17,5
11,15,5
19,13,5
29,12,5
41,10,5
76,9,5
93,7,5
103,5,5
112,3,5
134,2,5
146,0,5
0,33,5
1,26,5
2,17,5
7,16,5
10,14,5
11,12,5
14,10,5
17,9,5
19,8,5
22,7,5
26,3,5
31,2,5
37,0,5
0,32,5
1,19,5
4,18,5
8,15,5
9,14,5
17,13,5
18,12,5
33,10,5
51,8,5
59,7,5
61,6,5
69,5,5
71,3,5
79,2,5
80,0,5
0,35,5
1,20,5
2,16,5
5,15,5
11,14,5
15,13,5
19,12,5
20,10,5
43,9,5
44,8,5
49,7,5
64,6,5
67,5,5
70,4,5
157,3,5
198,2,5
212,0,5
0,30,5
1,25,5
2,20,5
3,16,5
6,15,5
9,13,5
21,12,5
28,11,5
31,9,5
45,8,5
54,7,5
96,6,5
305,5,5
307,3,5
311,0,5
0,34,5
1,25,5
2,20,5
3,19,5
6,18,5
7,17,5
9,10,5
13,9,5
21,8,5
25,7,5
32,6,5
102,5,5
143,3,5
161,2,5
169,0,5
0,31,5
1,24,5
2,21,5
3,15,5
11,14,5
12,13,5
15,12,5
17,10,5
18,5,5
48,4,5
65,3,5
73,2,5
79,0,5
1,26,5
2,22,5
3,20,5
4,19,5
6,17,5
11,13,5
29,11,5
38,10,5
42,8,5
88,7,5
137,6,5
145,0,5
0,29,5
1,22,5
2,18,5
7,16,5
8,14,5
14,13,5
20,12,5
31,10,5
36,7,5
38,5,5
39,3,5
53,2,5
61,0,5
0,32,5
1,23,5
2,20,5
4,14,5
10,13,5
12,12,5
20,11,5
26,9,5
36,8,5
39,7,5
59,5,5
69,4,5
75,3,5
81,0,5
0,32,5
1,23,5
2,20,5
4,18,5
7,15,5
12,14,5
14,10,5
40,9,5
44,8,5
54,7,5
127,6,5
131,5,5
134,4,5
142,3,5
154,0,5
0,32,5
1,21,5
3,18,5
4,17,5
5,14,5
9,13,5
10,12,5
11,9,5
12,0,5
0,31,5
1,22,5
4,18,5
7,12,5
21,10,5
32,9,5
39,8,5
47,7,5
56,6,5
103,5,5
109,4,5
112,3,5
132,0,5
0,31,5
1,20,5
3,19,5
6,12,5
7,9,5
8,3,5
17,0,5
0,33,5
1,23,5
2,18,5
4,17,5
5,16,5
6,14,5
7,10,5
26,9,5
31,8,5
50,7,5
87,6,5
91,4,5
144,3,5
150,2,5
157,0,5
1,19,5
5,18,5
8,12,5
9,10,5
15,8,5
19,5,5
38,4,5
41,3,5
43,2,5
50,0,5
0,30,5
1,21,5
3,19,5
5,17,5
6,14,5
14,13,5
16,12,5
20,11,5
23,10,5
25,8,5
27,3,5
30,2,5
46,0,5
0,32,5
1,22,5
3,20,5
5,19,5
6,16,5
8,12,5
20,11,5
27,10,5
28,8,5
30,6,5
40,5,5
42,3,5
44,2,5
47,0,5
0,31,5
1,22,5
2,21,5
3,14,5
23,11,5
38,10,5
41,6,5
52,5,5
74,4,5
101,3,5
103,2,5
107,0,5
0,29,5
1,18,5
3,17,5
4,15,5
11,13,5
13,10,5
34,9,5
38,7,5
39,6,5
41,0,5
0,30,5
1,20,5
2,18,5
4,14,5
8,13,5
10,11,5
11,9,5
14,7,5
19,4,5
24,3,5
25,0,5
0,32,5
1,19,5
3,18,5
7,15,5
10,13,5
11,12,5
17,10,5
19,9,5
25,8,5
41,6,5
48,5,5
54,4,5
58,3,5
60,2,5
70,0,5
0,31,5
1,23,5
2,20,5
3,17,5
4,16,5
6,15,5
8,13,5
9,12,5
13,11,5
15,9,5
28,7,5
44,6,5
0,30,5
1,18,5
6,17,5
8,14,5
25,13,5
32,12,5
50,10,5
56,9,5
77,8,5
78,5,5
90,3,5
98,2,5
128,0,5
0,27,5
1,26,5
2,16,5
13,12,5
17,11,5
20,10,5
26,9,5
29,8,5
34,6,5
46,5,5
58,4,5
133,3,5
150,2,5
151,0,5
0,28,5
1,19,5
4,16,5
5,14,5
8,13,5
16,12,5
18,9,5
31,7,5
48,6,5
144,5,5
150,4,5
156,3,5
159,2,5
162,0,5
0,33,5
1,22,5
3,19,5
5,16,5
8,15,5
15,14,5
25,12,5
26,10,5
27,9,5
35,6,5
38,4,5
51,3,5
56,0,5
0,32,5
1,24,5
2,22,5
3,17,5
14,14,5
24,12,5
34,10,5
48,9,5
51,8,5
52,7,5
75,6,5
90,3,5
92,0,5
0,28,5
1,23,5
2,21,5
3,18,5
5,17,5
6,16,5
8,14,5
10,11,5
15,8,5
17,5,5
19,4,5
39,3,5
44,2,5
51,0,5
0,31,5
1,21,5
2,18,5
4,16,5
6,14,5
13,13,5
18,12,5
23,11,5
26,9,5
28,8,5
29,7,5
33,6,5
37,5,5
82,4,5
112,3,5
120,2,5
124,0,5
0,31,5
1,23,5
2,20,5
4,17,5
5,14,5
11,12,5
12,11,5
18,10,5
28,8,5
32,7,5
46,6,5
47,5,5
62,4,5
67,3,5
74,0,5
0,32,5
1,23,5
3,22,5
4,21,5
5,16,5
6,15,5
16,13,5
20,11,5
26,10,5
37,8,5
39,7,5
54,6,5
79,4,5
211,2,5
222,0,5
0,29,5
1,25,5
2,21,5
3,19,5
5,18,5
7,16,5
10,15,5
12,14,5
20,13,5
22,12,5
30,11,5
38,10,5
49,8,5
51,7,5
52,6,5
53,5,5
62,4,5
79,3,5
81,2,5
97,0,5
0,32,5
1,27,5
2,18,5
5,15,5
7,9,5
20,8,5
36,7,5
37,6,5
55,4,5
67,2,5
72,0,5
0,31,5
1,20,5
4,19,5
5,16,5
7,15,5
8,14,5
9,10,5
14,9,5
20,8,5
31,6,5
46,5,5
388,4,5
389,3,5
400,2,5
406,0,5
0,30,5
1,24,5
2,19,5
3,18,5
4,17,5
6,16,5
9,15,5
10,14,5
18,13,5
21,12,5
24,9,5
29,7,5
35,4,5
49,3,5
68,2,5
71,0,5
0,30,5
1,23,5
2,20,5
3,19,5
5,16,5
10,13,5
15,11,5
16,9,5
18,7,5
22,5,5
47,3,5
153,2,5
161,0,5
0,28,5
1,21,5
4,20,5
7,18,5
9,17,5
11,16,5
19,15,5
21,14,5
22,12,5
27,10,5
31,9,5
81,7,5
96,6,5
106,5,5
116,3,5
125,2,5
134,0,5
0,26,5
1,23,5
2,17,5
10,16,5
15,15,5
19,13,5
36,12,5
38,9,5
50,8,5
66,7,5
82,6,5
83,5,5
89,4,5
92,3,5
100,2,5
101,0,5
0,29,5
1,24,5
2,23,5
3,19,5
4,18,5
9,15,5
12,14,5
15,13,5
18,12,5
20,11,5
25,10,5
27,9,5
43,8,5
48,7,5
57,6,5
62,5,5
69,4,5
71,3,5
75,2,5
77,0,5
0,31,5
1,22,5
2,19,5
4,16,5
5,10,5
10,9,5
13,6,5
25,5,5
29,3,5
33,2,5
35,0,5
0,32,5
1,22,5
3,16,5
4,15,5
6,14,5
10,12,5
14,11,5
16,10,5
19,8,5
44,7,5
63,4,5
168,0,5
0,32,5
1,20,5
4,18,5
8,17,5
9,16,5
13,15,5
18,14,5
19,13,5
25,12,5
26,10,5
33,9,5
38,8,5
40,7,5
42,6,5
48,5,5
56,3,5
59,2,5
67,0,5
0,31,5
1,21,5
3,18,5
8,17,5
9,16,5
18,15,5
21,12,5
23,11,5
40,10,5
43,9,5
49,7,5
62,6,5
95,5,5
166,4,5
176,3,5
200,2,5
201,0,5
0,30,5
1,23,5
2,21,5
4,20,5
5,19,5
6,18,5
9,16,5
11,14,5
14,13,5
17,12,5
18,10,5
21,9,5
47,8,5
51,7,5
64,6,5
76,5,5
91,4,5
92,3,5
93,2,5
98,0,5
0,29,5
1,18,5
2,17,5
7,15,5
8,13,5
12,12,5
14,11,5
15,10,5
24,9,5
28,8,5
31,7,5
42,6,5
46,5,5
51,4,5
52,2,5
64,0,5
1,22,5
2,21,5
3,18,5
5,17,5
6,16,5
14,12,5
15,11,5
18,10,5
20,9,5
22,6,5
25,5,5
27,2,5
29,0,5
0,30,5
1,22,5
2,20,5
4,19,5
5,17,5
7,15,5
8,14,5
18,13,5
22,12,5
25,10,5
30,9,5
34,8,5
47,7,5
52,6,5
71,5,5
109,4,5
137,3,5
145,0,5
0,30,5
1,26,5
2,19,5
4,18,5
6,17,5
12,15,5
16,11,5
33,10,5
37,9,5
40,8,5
41,7,5
45,6,5
49,5,5
51,4,5
55,3,5
63,0,5
0,29,5
1,21,5
2,19,5
5,17,5
10,16,5
11,15,5
13,14,5
17,13,5
20,11,5
24,9,5
45,8,5
52,7,5
53,6,5
54,5,5
57,0,5
