Generation,Fitness_value,Chromatic_number
0,62,42
0,56,42
1,42,42
1,36,42
1,32,42
1,29,42
1,26,42
1,24,42
2,23,42
2,22,42
2,17,42
3,16,42
3,14,42
4,13,42
4,12,42
5,11,42
5,9,42
10,7,42
12,6,42
13,5,42
17,4,42
75,3,42
195,2,42
210,1,42
1615,0,42
0,63,42
1,38,42
1,34,42
1,29,42
1,27,42
1,26,42
2,22,42
2,21,42
3,18,42
3,17,42
4,15,42
4,13,42
5,12,42
7,11,42
8,8,42
18,6,42
18,5,42
26,4,42
145,3,42
215,2,42
0,68,42
0,67,42
0,64,42
0,60,42
0,59,42
1,36,42
1,29,42
1,28,42
1,27,42
1,26,42
2,25,42
2,23,42
2,21,42
2,20,42
2,17,42
3,15,42
4,13,42
5,12,42
5,11,42
7,10,42
7,9,42
10,7,42
13,6,42
16,5,42
19,4,42
296,3,42
327,2,42
548,1,42
0,71,42
0,65,42
0,62,42
0,61,42
1,42,42
1,36,42
1,34,42
1,33,42
1,25,42
2,21,42
2,19,42
2,17,42
3,16,42
3,15,42
4,14,42
4,10,42
5,9,42
8,7,42
9,5,42
15,3,42
41,2,42
259,1,42
0,77,42
0,67,42
0,65,42
0,61,42
1,40,42
1,35,42
1,32,42
1,24,42
2,22,42
2,20,42
2,19,42
3,18,42
3,16,42
3,15,42
4,13,42
4,12,42
6,11,42
8,10,42
9,9,42
9,8,42
13,7,42
15,5,42
20,4,42
81,3,42
125,2,42
265,1,42
0,78,42
0,77,42
0,70,42
0,66,42
0,65,42
0,57,42
0,56,42
1,24,42
2,23,42
2,21,42
2,16,42
2,13,42
5,12,42
6,10,42
7,9,42
7,8,42
10,7,42
12,6,42
13,5,42
18,4,42
118,3,42
290,2,42
1182,1,42
2405,0,42
0,69,42
0,65,42
0,63,42
0,61,42
1,36,42
1,34,42
1,33,42
1,31,42
1,28,42
2,26,42
2,20,42
2,18,42
3,17,42
3,16,42
4,15,42
4,14,42
4,13,42
6,8,42
14,7,42
15,4,42
80,3,42
123,2,42
1412,1,42
0,66,42
0,62,42
0,59,42
1,41,42
1,33,42
1,26,42
2,20,42
2,17,42
3,13,42
5,12,42
8,11,42
8,10,42
9,9,42
13,8,42
14,7,42
21,6,42
21,5,42
26,4,42
54,3,42
144,2,42
1400,1,42
0,78,42
0,75,42
0,68,42
0,66,42
0,64,42
0,63,42
1,33,42
1,32,42
1,29,42
1,27,42
1,25,42
2,19,42
2,17,42
2,12,42
5,10,42
7,9,42
8,7,42
13,6,42
19,5,42
20,4,42
139,3,42
224,2,42
762,1,42
0,80,42
0,74,42
0,73,42
0,71,42
0,68,42
0,65,42
0,63,42
1,37,42
1,28,42
1,27,42
1,26,42
1,24,42
2,22,42
2,18,42
2,17,42
3,16,42
3,15,42
3,13,42
4,11,42
7,10,42
7,9,42
7,8,42
14,6,42
18,5,42
21,3,42
40,2,42
115,1,42
0,71,42
0,67,42
0,57,42
1,37,42
1,36,42
1,34,42
1,33,42
1,32,42
1,31,42
1,29,42
1,26,42
2,18,42
2,16,42
3,15,42
4,11,42
5,10,42
6,9,42
8,7,42
14,6,42
15,5,42
24,4,42
69,3,42
126,2,42
506,1,42
879,0,42
0,72,42
0,69,42
0,65,42
0,61,42
0,57,42
1,40,42
1,31,42
1,30,42
1,28,42
1,27,42
2,23,42
2,19,42
2,18,42
3,14,42
4,13,42
5,12,42
6,10,42
7,9,42
8,8,42
8,7,42
10,6,42
19,5,42
22,3,42
29,2,42
410,1,42
1425,0,42
0,65,42
0,61,42
1,38,42
1,37,42
1,31,42
1,28,42
1,27,42
2,25,42
2,22,42
2,21,42
2,20,42
2,14,42
6,12,42
6,9,42
10,7,42
16,5,42
22,4,42
49,3,42
120,2,42
453,1,42
1971,0,42
0,81,42
0,80,42
0,75,42
0,71,42
0,61,42
0,59,42
0,58,42
1,34,42
1,31,42
1,30,42
1,28,42
1,27,42
1,25,42
2,21,42
2,19,42
2,17,42
3,16,42
3,14,42
4,12,42
5,9,42
7,8,42
11,7,42
13,6,42
