Generation,Fitness_value,Chromatic_number
0,80,9
0,79,9
0,63,9
0,61,9
1,0,9
0,80,9
0,72,9
0,62,9
0,58,9
1,2,9
1,1,9
1,0,9
0,69,9
0,61,9
0,60,9
1,6,9
1,4,9
1,1,9
1,0,9
0,76,9
0,63,9
0,60,9
1,2,9
1,1,9
1,0,9
0,67,9
0,62,9
0,59,9
1,2,9
1,1,9
1,0,9
0,72,9
0,70,9
0,69,9
0,60,9
1,2,9
1,1,9
1,0,9
0,72,9
0,70,9
0,69,9
0,64,9
0,58,9
1,4,9
1,3,9
1,2,9
1,1,9
2,0,9
0,64,9
0,62,9
0,60,9
0,57,9
1,1,9
1,0,9
0,63,9
1,1,9
1,0,9
0,74,9
0,73,9
0,70,9
0,56,9
1,4,9
1,3,9
1,1,9
1,0,9
0,70,9
0,66,9
0,65,9
0,63,9
0,62,9
1,0,9
0,74,9
0,71,9
0,67,9
0,65,9
0,61,9
0,58,9
1,2,9
1,0,9
0,80,9
0,70,9
0,68,9
0,61,9
1,2,9
1,1,9
1,0,9
0,62,9
1,2,9
1,1,9
1,0,9
0,71,9
0,66,9
0,61,9
1,2,9
1,1,9
1,0,9
0,67,9
0,66,9
0,63,9
0,62,9
0,59,9
1,2,9
1,1,9
1,0,9
0,87,9
0,80,9
0,75,9
0,74,9
0,72,9
0,68,9
0,67,9
0,65,9
0,58,9
1,7,9
1,2,9
1,1,9
1,0,9
1,2,9
1,1,9
1,0,9
0,72,9
0,66,9
0,65,9
1,1,9
1,0,9
0,84,9
0,70,9
0,69,9
0,68,9
0,57,9
1,5,9
1,1,9
1,0,9
0,81,9
0,78,9
0,69,9
0,62,9
0,60,9
0,59,9
1,4,9
1,3,9
1,1,9
1,0,9
0,65,9
0,58,9
1,4,9
1,3,9
1,2,9
1,1,9
1,0,9
0,72,9
0,68,9
0,60,9
0,59,9
1,2,9
1,1,9
1,0,9
0,74,9
0,69,9
0,62,9
0,59,9
0,58,9
1,1,9
1,0,9
0,75,9
0,71,9
0,70,9
0,68,9
0,65,9
0,63,9
0,62,9
1,3,9
1,2,9
1,1,9
1,0,9
0,79,9
0,72,9
0,67,9
0,65,9
0,62,9
1,0,9
0,64,9
0,63,9
1,1,9
1,0,9
0,71,9
0,58,9
1,6,9
1,3,9
1,2,9
1,1,9
1,0,9
0,67,9
0,66,9
0,64,9
0,63,9
0,56,9
1,3,9
1,2,9
1,1,9
1,0,9
0,59,9
1,3,9
1,2,9
1,1,9
1,0,9
